analysis_type,SITE_ID,Start_Date,End_Date,Num_Years,acf_SO2_Lag,fft_SO2_Period,acf_SO4_Lag,fft_SO4_Period,acf_HNO3_Lag,fft_HNO3_Period,acf_NO3_Lag,fft_NO3_Period,acf_TNO3_Lag,fft_TNO3_Period,acf_NH4_Lag,fft_NH4_Period,acf_CA_Lag,fft_CA_Period,acf_K_Lag,fft_K_Period,acf_MG_Lag,fft_MG_Period,acf_Sodium_Lag,fft_Sodium_Period
same3len,SPD111,2016-09-27,2019-09-27,3.0,38,53.33,8,53.33,4,80,5,53.33,21.0,53.33,51,26.67,19,26.67,58,53.33,17,26.67,11,53.33
seg,STK138,2009-03-31,2015-10-06,6.52,58,51.43,26,25.71,155,51.43,187,51.43,29.0,51.43,26,51.43,13,51.43,45,51.43,15,51.43,15,51.43
seg,STK138,2018-05-29,2024-07-09,6.11,65,53.33,12,26.67,48,53.33,43,53.33,4.0,53.33,4,53.33,25,53.33,52,53.33,48,53.33,47,53.33
same5len,STK138,2018-05-29,2023-05-29,5.0,43,54,6,27,48,54,6,54,6.0,54.0,49,54.0,25,54,52,54,25,54,28,54
same5len,STK138,2009-03-31,2014-03-31,5.0,5,54,26,24.55,155,54,4,54,26.0,54.0,26,54.0,13,54,45,54,82,54,81,54
same3len,STK138,2021-05-29,2024-05-29,3.0,5,22.86,34,17.78,55,53.33,17,53.33,17.0,53.33,34,53.33,56,53.33,52,53.33,15,53.33,26,53.33
same3len,STK138,2012-03-31,2015-03-31,3.0,45,53.33,40,5.71,56,53.33,NA,NA,7.0,53.33,7,53.33,15,53.33,45,53.33,64,53.33,15,53.33
same3len,STK138,2002-09-24,2005-09-24,3.0,16,53.33,11,53.33,108,53.33,11,53.33,11.0,53.33,11,53.33,27,40,94,53.33,30,53.33,62,53.33
same3len,STK138,2009-03-31,2012-03-31,3.0,61,53.33,26,26.67,9,53.33,11,53.33,26.0,53.33,14,53.33,36,53.33,26,53.33,36,53.33,15,53.33
same3len,STK138,2018-05-29,2021-05-29,3.0,6,53.33,6,26.67,48,53.33,6,53.33,6.0,53.33,104,53.33,112,53.33,28,53.33,112,53.33,28,53.33
seg,SUM156,2010-07-06,2016-04-12,5.77,25,53.33,47,53.33,21,53.33,27,53.33,47.0,53.33,37,160.0,45,26.67,88,40,55,53.33,55,53.33
same5len,SUM156,2010-07-06,2015-07-06,5.0,74,54,49,54,65,54,27,54,47.0,54.0,37,18.0,12,27,60,33.75,55,54,27,54
same3len,SUM156,2018-12-25,2021-12-25,3.0,45,53.33,38,53.33,41,26.67,7,53.33,13.0,53.33,20,12.31,63,53.33,22,53.33,22,53.33,22,53.33
same3len,SUM156,2010-07-06,2013-07-06,3.0,9,53.33,9,53.33,35,5,27,53.33,47.0,53.33,59,17.78,12,26.67,44,40,27,53.33,27,53.33
same3len,SUM156,2004-02-10,2007-02-10,3.0,32,53.33,42,53.33,74,26.67,NA,NA,18.0,53.33,28,26.67,13,26.67,31,6.96,55,53.33,50,53.33
same3len,THR422,2001-07-03,2004-07-03,3.0,32,53.33,17,53.33,5,53.33,64,53.33,25.0,12.31,53,53.33,9,53.33,24,53.33,7,53.33,29,9.41
same3len,THR422,2010-01-26,2013-01-26,3.0,11,53.33,6,80,95,53.33,76,53.33,11.0,53.33,36,80,28,53.33,52,53.33,NA,NA,15,53.33
seg,UMA009,2020-11-03,2026-01-27,5.23,39,48,99,57.6,63,48,42,26.18,42.0,48.0,46,48.0,6,57.6,52,57.6,NA,NA,112,26.18
same5len,UMA009,2020-11-03,2025-11-03,5.0,39,54,99,54,63,54,13,27,46.0,54.0,46,54.0,6,54,52,54,NA,NA,18,27
same3len,UMA009,2020-11-03,2023-11-03,3.0,39,53.33,46,53.33,25,53.33,13,26.67,46.0,53.33,46,53.33,46,53.33,28,53.33,6,53.33,21,26.67
seg,UVL124,2007-03-27,2018-09-11,11.46,8,54.55,51,26.09,110,54.55,48,50,129.0,54.55,51,50.0,22,26.09,66,50,104,54.55,207,50
seg,UVL124,2000-01-04,2007-02-06,7.09,11,53.57,11,53.57,68,53.57,92,53.57,11.0,53.57,11,23.44,5,53.57,11,53.57,118,53.57,32,53.57
same5len,UVL124,2007-03-27,2012-03-27,5.0,11,54,66,30,66,54,NA,NA,66.0,54.0,11,54.0,17,54,28,54,34,54,34,54
same5len,UVL124,2000-01-04,2005-01-04,5.0,11,54,68,54,68,54,5,54,95.0,54.0,68,12.27,57,54,29,54,57,54,32,54
same5len,UVL124,2012-03-27,2017-03-27,5.0,8,54,51,27,104,54,149,54,152.0,54.0,51,54.0,38,54,83,54,38,54,49,54
same3len,UVL124,2000-01-04,2003-01-04,3.0,11,53.33,12,53.33,66,53.33,5,53.33,29.0,53.33,12,10.67,104,53.33,29,53.33,104,53.33,32,53.33
same3len,UVL124,2018-09-25,2021-09-25,3.0,9,53.33,9,10,11,53.33,9,53.33,9.0,53.33,9,53.33,34,53.33,9,53.33,71,53.33,57,53.33
same3len,UVL124,2003-01-04,2006-01-04,3.0,52,53.33,11,53.33,14,53.33,7,53.33,45.0,53.33,11,13.33,5,53.33,7,53.33,5,53.33,35,53.33
same3len,UVL124,2010-03-27,2013-03-27,3.0,8,53.33,59,26.67,81,53.33,NA,NA,5.0,53.33,16,53.33,27,53.33,81,53.33,14,53.33,42,53.33
same3len,UVL124,2007-03-27,2010-03-27,3.0,38,53.33,8,5.71,47,53.33,52,53.33,15.0,53.33,11,53.33,39,53.33,17,53.33,17,53.33,34,53.33
same3len,UVL124,2013-03-27,2016-03-27,3.0,44,53.33,51,26.67,24,53.33,4,53.33,125.0,53.33,13,53.33,49,17.78,NA,NA,32,17.78,32,53.33
seg,VIN140,2004-01-27,2023-09-12,19.62,171,51.43,173,51.43,52,51.43,102,51.43,187.0,51.43,61,51.43,146,51.43,52,51.43,168,51.43,33,51.43
same5len,VIN140,2014-01-27,2019-01-27,5.0,98,54,9,54,128,54,18,54,104.0,54.0,20,54.0,28,54,72,54,28,54,26,54
same5len,VIN140,2009-01-27,2014-01-27,5.0,80,54,14,54,29,54,110,54,87.0,54.0,42,54.0,85,54,33,54,66,54,33,54
same5len,VIN140,2004-01-27,2009-01-27,5.0,117,54,37,54,63,54,102,54,56.0,54.0,11,27.0,32,54,105,54,51,54,34,54
same3len,VIN140,2007-01-27,2010-01-27,3.0,34,53.33,22,53.33,56,53.33,22,53.33,14.0,53.33,36,26.67,22,53.33,30,53.33,22,53.33,8,53.33
same3len,VIN140,2013-01-27,2016-01-27,3.0,7,53.33,9,53.33,23,53.33,18,53.33,25.0,53.33,30,53.33,12,53.33,21,53.33,12,53.33,33,53.33
same3len,VIN140,2010-01-27,2013-01-27,3.0,22,53.33,14,53.33,20,53.33,49,53.33,87.0,53.33,42,26.67,4,53.33,33,53.33,18,53.33,42,53.33
same3len,VIN140,2000-01-04,2003-01-04,3.0,51,53.33,55,53.33,23,53.33,36,53.33,49.0,53.33,105,26.67,6,53.33,4,53.33,6,53.33,69,53.33
same3len,VIN140,2004-01-27,2007-01-27,3.0,19,53.33,37,53.33,48,53.33,32,53.33,28.0,53.33,24,26.67,32,53.33,11,53.33,48,53.33,28,53.33
same3len,VIN140,2019-01-27,2022-01-27,3.0,13,53.33,56,26.67,37,53.33,46,53.33,56.0,53.33,56,26.67,42,53.33,52,53.33,42,53.33,52,53.33
same3len,VIN140,2016-01-27,2019-01-27,3.0,98,53.33,9,53.33,11,53.33,53,53.33,47.0,53.33,20,53.33,28,53.33,31,53.33,28,53.33,22,53.33
seg,VOY413,2001-03-06,2006-06-27,5.31,52,48,37,12.52,19,48,85,48,129.0,57.6,37,12.52,71,48,96,48,71,41.14,105,48
same5len,VOY413,2001-03-06,2006-03-06,5.0,5,54,37,9.64,68,54,85,54,71.0,54.0,158,54.0,71,54,96,54,56,54,NA,NA
same3len,VOY413,2006-07-25,2009-07-25,3.0,26,53.33,12,53.33,9,53.33,46,53.33,98.0,53.33,15,53.33,43,53.33,NA,NA,76,13.33,55,53.33
same3len,VOY413,2010-12-07,2013-12-07,3.0,33,53.33,43,53.33,8,5.71,13,53.33,6.0,53.33,43,53.33,22,53.33,55,53.33,36,53.33,12,53.33
same3len,VOY413,2001-03-06,2004-03-06,3.0,49,53.33,71,12.31,12,40,31,53.33,31.0,53.33,27,53.33,106,53.33,40,53.33,16,53.33,102,53.33
seg,VPI120,2000-01-04,2010-07-27,10.56,37,52.36,52,52.36,26,52.36,67,52.36,20.0,52.36,52,52.36,238,52.36,82,52.36,230,52.36,102,52.36
seg,VPI120,2012-07-03,2020-07-21,8.05,NA,NA,81,54.0,103,54,51,54,21.0,54.0,73,54.0,73,54,196,54,14,54,150,54
same5len,VPI120,2000-01-04,2005-01-04,5.0,37,54,76,54,11,54,15,54,13.0,54.0,52,54.0,37,24.55,52,54,26,54,15,54
same5len,VPI120,2012-07-03,2017-07-03,5.0,5,54,55,54,103,54,51,54,14.0,54.0,42,54.0,7,27,117,54,51,54,72,54
same5len,VPI120,2005-01-04,2010-01-04,5.0,20,54,23,54,26,54,44,54,20.0,54.0,23,54.0,5,54,28,54,44,54,46,54
same3len,VPI120,2000-01-04,2003-01-04,3.0,20,53.33,46,53.33,11,11.43,15,53.33,13.0,53.33,11,53.33,24,22.86,22,53.33,15,53.33,15,14.55
same3len,VPI120,2003-01-04,2006-01-04,3.0,24,53.33,17,53.33,5,53.33,21,53.33,17.0,53.33,17,53.33,45,26.67,43,53.33,51,53.33,11,11.43
same3len,VPI120,2015-07-03,2018-07-03,3.0,57,160,12,53.33,41,6.96,45,53.33,14.0,53.33,12,53.33,28,6.96,17,53.33,28,26.67,48,53.33
same3len,VPI120,2006-01-04,2009-01-04,3.0,15,53.33,11,53.33,29,53.33,44,53.33,32.0,53.33,11,53.33,15,53.33,69,53.33,6,53.33,6,53.33
same3len,VPI120,2012-07-03,2015-07-03,3.0,5,53.33,42,53.33,23,53.33,14,53.33,14.0,53.33,42,53.33,42,26.67,21,53.33,51,53.33,6,53.33
same3len,VPI120,2020-08-04,2023-08-04,3.0,35,53.33,35,53.33,24,53.33,52,53.33,52.0,53.33,48,53.33,17,26.67,17,53.33,17,26.67,15,53.33
seg,WFM105,2018-06-12,2026-01-20,7.61,65,50,47,50.0,54,17.39,25,50,25.0,50.0,59,26.67,25,50,NA,NA,61,50,99,50
seg,WFM105,2013-05-28,2018-05-29,5.0,142,54,32,7.94,17,7.94,55,54,32.0,54.0,32,7.94,4,54,66,54,NA,NA,22,54
same5len,WFM105,2013-05-28,2018-05-28,5.0,142,54,32,7.94,17,7.94,55,54,32.0,54.0,32,7.94,4,54,66,54,NA,NA,22,54
same5len,WFM105,2018-06-12,2023-06-12,5.0,93,54,15,27,77,24.55,117,54,50.0,54.0,59,27.0,18,54,NA,NA,18,54,99,54
same3len,WFM105,2021-06-12,2024-06-12,3.0,74,53.33,13,53.33,54,53.33,61,53.33,5.0,53.33,37,26.67,25,53.33,23,53.33,38,53.33,33,53.33
same3len,WFM105,2018-06-12,2021-06-12,3.0,21,53.33,15,26.67,59,22.86,25,53.33,59.0,53.33,59,26.67,76,53.33,18,53.33,51,53.33,57,53.33
same3len,WFM105,2013-05-28,2016-05-28,3.0,54,53.33,66,8,55,8,55,53.33,55.0,53.33,66,26.67,83,53.33,NA,NA,38,26.67,22,53.33
seg,WNC429,2004-06-15,2012-10-02,8.3,84,50,70,50.0,51,50,11,50,88.0,26.47,31,50.0,4,50,91,50,NA,NA,91,50
same5len,WNC429,2004-06-15,2009-06-15,5.0,47,54,31,54,51,54,11,54,88.0,54.0,41,54.0,4,54,34,54,NA,NA,9,54
same3len,WNC429,2004-06-15,2007-06-15,3.0,29,53.33,31,53.33,16,53.33,88,53.33,11.0,53.33,31,53.33,28,53.33,13,53.33,NA,NA,91,53.33
same3len,WNC429,2007-06-15,2010-06-15,3.0,59,53.33,4,53.33,51,53.33,11,53.33,12.0,26.67,12,26.67,57,53.33,15,53.33,57,53.33,30,53.33
seg,WSP144,2000-01-04,2012-10-30,12.82,159,51.92,157,51.92,119,51.92,102,51.92,102.0,51.92,157,25.96,211,12.98,NA,NA,102,25.96,40,51.92
seg,WSP144,2012-11-06,2024-07-09,11.67,21,52.08,18,26.04,9,52.08,149,52.08,5.0,52.08,25,52.08,71,26.04,52,26.04,91,52.08,72,52.08
same5len,WSP144,2017-11-06,2022-11-06,5.0,96,54,18,27,52,54,49,54,9.0,54.0,25,54.0,31,15.88,52,54,91,54,91,18
same5len,WSP144,2012-11-06,2017-11-06,5.0,215,54,39,27,147,54,19,54,9.0,54.0,79,54.0,30,27,9,27,4,27,4,54
same5len,WSP144,2005-01-04,2010-01-04,5.0,20,54,175,54,77,54,50,54,37.0,54.0,175,27.0,20,6.43,9,27,63,27,155,54
same5len,WSP144,2000-01-04,2005-01-04,5.0,107,54,50,54,112,54,100,54,15.0,54.0,72,27.0,124,12.86,NA,NA,49,54,51,54
same3len,WSP144,2018-11-06,2021-11-06,3.0,63,53.33,39,26.67,20,53.33,60,53.33,9.0,53.33,62,53.33,40,40,19,53.33,75,53.33,49,17.78
same3len,WSP144,2003-01-04,2006-01-04,3.0,67,53.33,83,53.33,52,53.33,25,53.33,57.0,53.33,43,26.67,15,7.27,NA,NA,NA,NA,45,53.33
same3len,WSP144,2000-01-04,2003-01-04,3.0,52,53.33,50,53.33,22,53.33,41,53.33,22.0,53.33,28,26.67,4,8.89,NA,NA,24,53.33,51,14.55
same3len,WSP144,2009-01-04,2012-01-04,3.0,28,53.33,35,53.33,57,53.33,48,53.33,52.0,53.33,76,26.67,17,80,27,53.33,52,26.67,NA,NA
same3len,WSP144,2012-11-06,2015-11-06,3.0,78,53.33,11,26.67,62,53.33,21,53.33,9.0,53.33,18,53.33,59,26.67,52,26.67,4,26.67,76,53.33
same3len,WSP144,2015-11-06,2018-11-06,3.0,21,53.33,30,26.67,47,53.33,8,53.33,5.0,53.33,68,53.33,71,4.32,43,26.67,32,53.33,23,32
same3len,WSP144,2006-01-04,2009-01-04,3.0,18,53.33,23,53.33,54,53.33,37,53.33,32.0,53.33,18,26.67,20,6.4,52,26.67,55,9.41,55,53.33
seg,WST109,2003-10-14,2015-03-10,11.4,6,54.55,23,50.0,17,50,NA,NA,74.0,54.55,100,50.0,117,50,84,50,NA,NA,NA,NA
same5len,WST109,2003-10-14,2008-10-14,5.0,34,54,23,54,37,54,NA,NA,21.0,54.0,23,54.0,47,54,123,54,NA,NA,103,54
same5len,WST109,2008-10-14,2013-10-14,5.0,8,54,76,16.88,76,54,NA,NA,26.0,54.0,76,16.88,28,54,31,54,NA,NA,NA,NA
same3len,WST109,2000-01-04,2003-01-04,3.0,76,53.33,22,53.33,22,53.33,19,53.33,22.0,53.33,37,53.33,67,53.33,39,53.33,90,53.33,NA,NA
same3len,WST109,2003-10-14,2006-10-14,3.0,6,53.33,23,53.33,34,53.33,NA,NA,21.0,53.33,23,53.33,54,26.67,10,53.33,NA,NA,20,53.33
same3len,WST109,2009-10-14,2012-10-14,3.0,8,53.33,17,26.67,17,53.33,NA,NA,54.0,53.33,17,26.67,59,53.33,10,53.33,55,53.33,NA,NA
same3len,WST109,2006-10-14,2009-10-14,3.0,52,53.33,78,26.67,21,53.33,NA,NA,21.0,53.33,34,14.55,83,53.33,12,53.33,17,53.33,25,53.33
same3len,YEL408,2011-03-01,2014-03-01,3.0,46,53.33,4,53.33,51,53.33,103,8.42,25.0,53.33,55,53.33,28,53.33,12,53.33,28,53.33,28,53.33
same3len,YEL408,2006-08-08,2009-08-08,3.0,18,26.67,77,53.33,33,53.33,99,53.33,33.0,53.33,59,53.33,42,53.33,42,53.33,NA,NA,10,53.33
same3len,YEL408,2019-01-29,2022-01-29,3.0,7,26.67,7,53.33,46,53.33,17,26.67,25.0,53.33,16,53.33,21,53.33,25,53.33,25,53.33,68,53.33
same3len,YEL408,2000-01-04,2003-01-04,3.0,5,6.96,26,53.33,52,53.33,32,26.67,44.0,53.33,26,26.67,NA,NA,13,53.33,NA,NA,23,53.33
seg,YOS404,2000-01-04,2008-07-22,8.55,NA,NA,61,50.0,7,50,7,50,7.0,50.0,7,50.0,54,50,16,50,NA,NA,5,50
same5len,YOS404,2000-01-04,2005-01-04,5.0,NA,NA,40,54,23,54,84,54,62.0,54.0,58,54.0,50,54,50,54,NA,NA,5,54
same3len,YOS404,2000-01-04,2003-01-04,3.0,50,53.33,11,53.33,23,53.33,62,53.33,40.0,53.33,106,53.33,25,53.33,39,53.33,NA,NA,107,53.33
same3len,YOS404,2019-01-22,2022-01-22,3.0,NA,NA,28,53.33,6,53.33,NA,NA,59.0,53.33,59,53.33,18,53.33,18,53.33,6,53.33,11,53.33
same3len,YOS404,2003-01-04,2006-01-04,3.0,49,53.33,48,53.33,34,53.33,9,53.33,9.0,53.33,69,53.33,NA,NA,26,53.33,NA,NA,5,53.33
same3len,YOS404,2011-03-22,2014-03-22,3.0,6,53.33,6,53.33,34,53.33,73,53.33,5.0,53.33,101,53.33,18,53.33,9,53.33,6,53.33,85,53.33
